Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
LEGO Batman: The Videogame,DS,2008,Action,72,8,E10+
Kung Fu Panda,X360,2008,Action,75,7.4,E10+
Mass Effect 3,X360,2012,Role-Playing,93,5.8,M
Heavy Rain,PS3,2010,Adventure,87,7.7,M
Rayman,PS,1995,Platform,nan,,
Saints Row 2,X360,2008,Action,81,8.1,M
Tom Clancy's Splinter Cell,XB,2002,Action,93,8.5,T
Mike Tyson's Punch-Out!!,NES,1987,Fighting,nan,,
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,nan,,
FIFA 14,PS4,2013,Sports,87,6.3,E
Killzone 2,PS3,2009,Shooter,91,8.1,M
Far Cry 3,X360,2012,Shooter,91,8.6,M
Epic Mickey,Wii,2010,Platform,73,7,E
NBA 2K13,X360,2012,Sports,88,7.2,E
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,73,9.2,T
wwe Smackdown vs. Raw 2006,PS2,nan,Fighting,nan,,
Star Fox,SNES,1993,Shooter,nan,,
The Sims: Livin Large,PC,2000,Misc,82,6.6,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,93,9.1,E
Devil May Cry,PS2,2001,Action,94,8.5,M
Star Wars: The Old Republic,PC,2011,Role-Playing,85,5.9,T
Middle-Earth: Shadow of Mordor,PS4,2014,Action,84,8.1,M
Sonic Heroes,PS2,2003,Platform,64,7.8,E
Hitman 2: Silent Assassin,PS2,2002,Action,85,7.8,M
Titanfall,XOne,2014,Shooter,86,6.4,M
Battlefield: Bad Company 2,PS3,2010,Shooter,88,8.5,M
Wave Race 64,N64,1996,Racing,nan,,
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,87,9,M
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,nan,,
Pac-Man Collection,GBA,2001,Puzzle,79,7.8,E
Street Fighter IV,X360,2009,Fighting,93,7.3,T
inFAMOUS,PS3,2009,Action,85,8.3,T
Kirby Super Star Ultra,DS,2008,Platform,76,8.8,E
Call of Duty: Ghosts,XOne,2013,Shooter,78,4.3,M
FIFA 15,X360,2014,Sports,nan,4.2,E
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,nan,,
Mass Effect,X360,2007,Role-Playing,91,8.7,M
Sonic Mega Collection Plus,PS2,2004,Misc,73,8.6,E
World Soccer Winning Eleven 7 International,PS2,2003,Sports,93,9,E
Sega Superstars Tennis,X360,2008,Sports,67,6.8,E10+
Hot Shots Golf 3,PS2,2001,Sports,85,8.9,E
Cooking Mama: Cook Off,Wii,2007,Simulation,61,5.3,E
Call of Duty: Finest Hour,PS2,2004,Shooter,76,7.7,T
WarioWare: Smooth Moves,Wii,2006,Puzzle,83,7.4,E10+
Syphon Filter,PS,1999,Shooter,nan,,
Imagine: Babyz,DS,2007,Simulation,nan,7.7,E
Colin McRae Rally,PS,1998,Racing,nan,,
Madden NFL 13,X360,2012,Sports,81,5.8,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,87,8.7,T
Assassin's Creed IV: Black Flag,PS4,2013,Action,83,7.8,M
Command & Conquer: Red Alert,PC,1996,Strategy,nan,,
F-Zero,SNES,1990,Racing,nan,,
Yoshi's Story,N64,1997,Platform,nan,,
Mortal Kombat,PS3,2011,Fighting,84,8.4,M
Madden NFL 10,X360,2009,Sports,85,6.1,E
WWE SmackDown! vs. Raw,PS2,2002,Fighting,nan,,
BioShock,X360,2007,Shooter,96,8.9,M
Metroid Prime,GC,2002,Shooter,97,9.3,T
Assassin's Creed: Brotherhood,PS3,2010,Action,90,8.2,M
Finding Nemo,GBA,2003,Action,nan,7,E
Zumba Fitness 2,Wii,2011,Sports,nan,tbd,T
Myst,PC,1994,Adventure,nan,,
Medal of Honor,PS3,2010,Shooter,75,7.5,M
Need for Speed: Most Wanted,PS3,2012,Racing,nan,,
Imagine: Fashion Designer,DS,2007,Simulation,nan,7.6,E
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,nan,,
Hot Shots Golf,PS,1997,Sports,nan,,
A Bug's Life,PS,1998,Platform,nan,,
WWF SmackDown! Just Bring It,PS2,2001,Fighting,nan,,
inFAMOUS: Second Son,PS4,2014,Action,80,7.9,T
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,nan,,
Mortal Kombat Trilogy,PS,1996,Fighting,nan,,
Monster Hunter Tri,3DS,2011,Role-Playing,nan,,
NBA Street,PS2,2001,Sports,89,8.6,E
Jak II,PS2,2003,Platform,87,8.2,T
Ratchet & Clank: Going Commando,PS2,2003,Platform,nan,,
Need for Speed: Hot Pursuit,PS3,2010,Racing,89,7.2,E10+
Skylanders: Spyro's Adventure,Wii,2011,Action,81,5.6,E10+
Battlefield 3,PC,2011,Shooter,89,7.5,M
Mortal Kombat X,PS4,2015,Fighting,83,7.7,M
The Sims,PS2,2003,Simulation,83,7.7,T
Killzone 3,PS3,2011,Shooter,84,7.9,M
Star Wars: The Force Unleashed,X360,2008,Action,73,6.7,T
Minecraft,XOne,2014,Misc,nan,,
Yoshi's Island DS,DS,2006,Platform,81,7.4,E
Saints Row: The Third,X360,2011,Action,84,7.6,M
Missile Command,2600,1980,Shooter,nan,,
Mario Paint,SNES,1992,Misc,nan,,
Tekken 6,PS3,2009,Fighting,79,7.4,T
Pokémon Stadium 2,N64,2000,Strategy,nan,,
Metroid,NES,1986,Action,nan,,
Sonic and the Secret Rings,Wii,2007,Platform,69,6.6,E
FIFA 16,PS3,2015,Sports,nan,3.2,E
The Legend of Zelda: A Link to the Past,GBA,2002,Action,95,9.1,E
Onimusha: Warlords,PS2,2001,Action,86,8.2,M
Mario Party,N64,1998,Misc,nan,,
L.A. Noire,X360,2011,Adventure,89,7.8,M
Call of Duty 3,X360,2006,Shooter,82,6.5,T
Madden NFL 12,X360,2011,Sports,78,5.9,E
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,84,9,E10+
Killzone: Shadow Fall,PS4,2013,Shooter,73,6.8,M
Madden NFL 11,X360,2010,Sports,84,5.7,E
Burnout 3: Takedown,PS2,2004,Racing,93,9.1,T
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,nan,,
Mortal Kombat,GEN,1992,Fighting,nan,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,79,7.7,E
Professor Layton and the Last Specter,DS,2009,Puzzle,83,8.7,E10+
Call Of Duty 2: Big Red One,PS2,2005,Shooter,77,8.2,T
Medal of Honor,PS,1998,Shooter,92,8.6,T
Fable,XB,2004,Role-Playing,85,8.5,M
Guitar Hero: World Tour,X360,2008,Misc,85,6.3,T
FIFA 17,XOne,2016,Sports,84,5.5,E
Hannah Montana,DS,2006,Action,nan,6.7,E
Tom Clancy's Splinter Cell,PS2,2003,Action,89,7.7,T
Super Mario Bros.: The Lost Levels,NES,1986,Platform,nan,,
Need for Speed: Shift,PS3,2009,Racing,84,6.9,E
Star Wars: Shadows of the Empire,N64,1996,Action,nan,,
Medal of Honor Heroes,PSP,2006,Shooter,71,7.9,T
Final Fantasy XIII-2,PS3,2011,Role-Playing,79,6.6,T
Midnight Club: Street Racing,PS2,2000,Racing,78,7.8,T
Skate 3,X360,2010,Sports,80,8,T
ESPN NFL 2K5,PS2,2004,Sports,90,8.2,E
Halo Wars,X360,2009,Strategy,82,7.2,T
NBA 2K12,X360,2011,Sports,90,7.7,E
Pac-Man: Adventures in Time,PSP,2006,Fighting,nan,,
FIFA Soccer 10,X360,2009,Sports,90,7.5,E
Medal of Honor,X360,2010,Shooter,74,6.7,M
Harry Potter and the Chamber of Secrets,PS2,2002,Action,71,7.6,E
Streets of Rage,GEN,1990,Action,nan,,
God of War Collection,PS3,2009,Action,91,8.7,M
NBA Live 2005,PS2,2004,Sports,84,8.1,E
Mario Strikers Charged,Wii,2007,Sports,79,8,E10+
FIFA Soccer 09,PS3,2008,Sports,87,7.5,E
Style Savvy,DS,2008,Simulation,73,7.7,E
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,80,8.6,T
LEGO Star Wars: The Complete Saga,X360,2007,Action,80,7.4,E10+
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,nan,,
Madden NFL 08,PS2,2007,Sports,78,7.8,E
Monster Hunter Freedom 2,PSP,2007,Role-Playing,72,8.7,T
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,nan,,
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,nan,,
Sonic Adventure 2 Battle,GC,2001,Platform,73,8.3,E
Dragon Warrior II,NES,1987,Role-Playing,nan,,
Ghostbusters: The Video Game (DS Version),X360,2009,Action,nan,,
Madden NFL 13,PS3,2012,Sports,83,5.5,E
Dragon Age: Origins,X360,2009,Role-Playing,86,7.9,M
Pokémon Colosseum,GC,2003,Role-Playing,73,8,E
LittleBigPlanet,PSP,2009,Platform,87,7.8,E10+
Madden NFL 09,X360,2008,Sports,83,7,E
Space Invaders,2600,nan,Shooter,nan,,
Crazy Taxi,PS2,2001,Racing,80,7.9,T
Art Academy,DS,2010,Misc,75,8,E
NBA 2K14,X360,2013,Sports,87,4.9,E
Perfect Dark,N64,2000,Action,nan,,
Skylanders Giants,Wii,2012,Action,78,7,E10+
Dragon Warrior,NES,1986,Role-Playing,nan,,
Deca Sports,Wii,2008,Sports,50,5.4,E
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,nan,,
Mario Party 2,N64,1999,Misc,nan,,
Marvel: Ultimate Alliance,X360,2006,Role-Playing,82,7.5,T
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,nan,,
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,79,8.8,M
Game Party,Wii,2007,Misc,25,4.3,E
Bloodborne,PS4,2015,Action,92,8.6,M
Tomb Raider: The Last Revelation,PS,1998,Action,nan,,
Mario Party 4,GC,2002,Misc,70,7.4,E
Pure,X360,2008,Racing,85,7.7,E
Rock Band,X360,nan,Misc,92,8.2,T
NBA 2K13,PS3,2012,Sports,90,8,E
Saints Row: The Third,PS3,2011,Action,82,7.7,M
Resistance 2,PS3,2008,Shooter,87,6.1,M
NBA 2K15,PS4,2014,Sports,83,7,E
Final Fantasy V,SNES,1992,Role-Playing,nan,,
Final Fantasy Tactics,PS,1997,Role-Playing,83,8.2,T
Midnight Club: Los Angeles,PS3,2008,Racing,82,8.2,T
Twisted Metal 2,PS,1996,Racing,nan,,
The Sims: Bustin' Out,PS2,2003,Simulation,81,8.4,T
Riven: The Sequel to Myst,PC,1997,Adventure,83,,E
LEGO Harry Potter: Years 1-4,Wii,2010,Action,79,8,E10+
Need for Speed (2015),PS4,2015,Racing,nan,,
Call of Duty: Infinite Warfare,XOne,2016,Shooter,78,3.1,M
Madden NFL 16,XOne,2015,Sports,84,6.1,E
Ice Hockey,NES,1988,Sports,nan,,
Sonic Adventure,DC,1998,Platform,nan,,
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,82,7.8,M
uDraw Studio,Wii,2010,Misc,71,tbd,E
Tomb Raider (2013),PS3,2013,Action,nan,,
Need for Speed Carbon: Own the City,PSP,2006,Racing,73,7.9,E10+
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,66,8.2,T
pro evolution soccer 2011,PS3,2010,Sports,77,6.8,E
ATV Offroad Fury,PS2,2001,Racing,82,8.4,E
Dino Crisis,PS,1998,Action,nan,,
Need for Speed: ProStreet,PS2,2007,Racing,62,6.2,E10+
Halo: Combat Evolved Anniversary,X360,2011,Shooter,82,8.1,M
Tetris Plus,PS,1996,Puzzle,nan,,
Pro Wrestling,NES,1987,Fighting,nan,,
Theme Hospital,PC,1997,Strategy,nan,9,K-A
Frogger's Adventures: Temple of the Frog,GBA,nan,Adventure,73,tbd,E
Monopoly,PC,1994,Misc,nan,,
,GEN,1993,,nan,,
Guitar Hero,PS2,2005,Misc,91,8.7,T
Madden NFL 11,PS3,2010,Sports,83,6.1,E
WCW/nWo Revenge,N64,1998,Fighting,nan,,
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,nan,,
Dead Island,X360,2011,Action,71,6.9,M
Half-Life 2,PC,2004,Shooter,96,9.1,M
The Incredibles,PS2,2004,Action,62,7.6,T
Madden NFL 08,X360,2007,Sports,85,6.4,E
Tony Hawk's Underground 2,PS2,2004,Sports,83,8.8,T
Zumba Fitness,X360,2010,Sports,42,5.5,E
Madden NFL 10,PS3,2009,Sports,85,6.8,E
Kirby's Dream Land 2,GB,1995,Platform,nan,,
Midnight Club: Los Angeles,X360,2008,Racing,81,8.5,T
Donkey Kong Land II,GB,1996,Platform,nan,,
Dragon Warrior Monsters,GB,1998,Role-Playing,nan,,
Kinect: Disneyland Adventures,X360,2011,Misc,73,2.9,E10+
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,71,7.2,T
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,89,9,E10+
LEGO Indiana Jones: The Original Adventures,Wii,nan,Action,78,6.6,E10+
Resident Evil - Code: Veronica X,PS2,2001,Action,84,8.4,M
NBA 2K16,XOne,2015,Sports,86,6.2,E10+
Kinect Sports: Season Two,X360,2011,Sports,66,6.5,E
My Fitness Coach,Wii,2008,Sports,nan,8.6,E
Mario Tennis,N64,2000,Sports,nan,,
Grand Theft Auto,PS,1997,Action,nan,,
James Bond 007: Everything or Nothing,PS2,2004,Shooter,84,9.1,T
Need For Speed: High Stakes,PS,1999,Racing,86,8.5,E
Chrono Trigger,SNES,1995,Role-Playing,nan,,
Guild Wars 2,PC,2012,Action,90,7.9,T
Cool Boarders 3,PS,1998,Sports,nan,,
Paper Mario: Sticker Star,3DS,2012,Role-Playing,75,5.6,E
WarioWare Touched!,DS,2004,Puzzle,nan,,
Batman: Arkham Origins,PS3,2013,Action,76,7.7,T
Tomb Raider II,PC,1997,Action,nan,8.3,
Yokai Watch Busters,3DS,2015,Action,nan,,
LEGO Star Wars: The Complete Saga,PS3,2007,Action,80,6.7,E10+
Need for Speed Underground 2,XB,2004,Racing,77,8.7,E
Pro Evolution Soccer 2010,PS3,2009,Sports,78,6.7,E
Mario Bros.,NES,1983,Platform,nan,,
FIFA Soccer 09,PS2,2008,Sports,82,6.9,E
LEGO Harry Potter: Years 1-4,DS,2010,Action,72,7.2,E10+
The Sims 3,X360,2010,Simulation,76,7.1,T
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,68,8.2,E
TOCA Touring Car Championship,PS,1997,Racing,nan,,
Dead Island,PS3,2011,Action,71,6.6,M
Kirby: Nightmare in Dream Land,GBA,2002,Platform,81,8.9,E
Wario Land 4,GBA,2001,Platform,88,8.9,E
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,80,8.6,E10+
Far Cry: Primal,PS4,2016,Action,76,6.3,M
Battlefield 1,XOne,2016,Shooter,87,8.2,M
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,84,9,M
Cool Boarders 2,PS,1997,Sports,nan,,
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,87,9.4,E
Madden NFL 12,PS3,2011,Sports,79,5.5,E
God of War: Ascension,PS3,2013,Action,80,7.5,M
Guitar Hero III: Legends of Rock,PS3,2007,Misc,83,7.8,T
Sonic Advance,GBA,2001,Platform,87,8.1,E
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,74,5.7,E
Just Dance Kids,Wii,2010,Misc,nan,tbd,E
Call of Duty 3,Wii,nan,Shooter,69,6.7,T
New Super Luigi U,WiiU,2013,Platform,77,7.9,E
Assassin's Creed IV: Black Flag,XOne,2013,Action,nan,7.4,M
Spyro: Season of Ice,GBA,2001,Platform,74,8,E
Dissidia: Final Fantasy,PSP,2008,Fighting,79,8,T
Madden NFL 25,X360,2013,Sports,80,5.6,E
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,nan,,
Dance Dance Revolution X2,PS2,2009,Simulation,nan,tbd,E10+
Borderlands 2,PS3,2012,Shooter,91,8.2,M
Prince of Persia: The Sands of Time,PS2,2003,Action,92,8.8,T
Monster Hunter Tri,Wii,2009,Role-Playing,84,8.6,T
LEGO Marvel Super Heroes,X360,2013,Action,80,7.6,E10+
The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,nan,,
Resident Evil 4,Wii,2007,Action,nan,,
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,73,7.3,M
Star Wars: The Force Unleashed,PS3,2008,Action,71,6.6,T
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,nan,,
Frogger,2600,1981,Action,nan,,
Guitar Hero II,X360,2007,Misc,92,8.1,T
Forza Motorsport 5,XOne,2013,Racing,79,5.9,E
Rock Band 2,X360,2008,Misc,92,8.3,T
Pro Yakyuu Family Stadium,NES,1986,Sports,nan,,
Wario Land 3,GB,2000,Platform,nan,,
Need for Speed: Hot Pursuit,X360,2010,Racing,88,7,E10+
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,80,7.9,E
BioShock 2,X360,2010,Shooter,88,8.2,M
High School Musical: Makin' the Cut!,DS,2007,Puzzle,nan,,
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,94,9.2,T
Kirby's Pinball Land,GB,1992,Misc,nan,,
Donkey Kong Country,GB,2000,Platform,nan,,
Madden NFL 15,PS4,2014,Sports,81,6.1,E
Pro Evolution Soccer 2012,PS3,2011,Action,80,6.6,E
Saints Row,X360,2006,Action,81,7.5,M
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,nan,,
ATV Offroad Fury 2,PS2,2002,Racing,82,8.9,E
FIFA 15,XOne,2014,Sports,82,5.4,E
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,nan,,
Star Wars: Rogue Squadron,N64,1998,Simulation,nan,,
Tennis,NES,1984,Sports,nan,,
Tom Clancy's The Division,XOne,2016,Shooter,80,6.9,M
Final Fantasy XIII,X360,2010,Role-Playing,82,6.3,T
The Sims: House Party,PC,2001,Simulation,74,7.9,T
Scribblenauts,DS,2009,Puzzle,79,7.6,E10+
Sonic Unleashed,Wii,2008,Platform,66,7.3,E10+
Syphon Filter 2,PS,2000,Shooter,nan,,
Pokemon Ranger,DS,2006,Role-Playing,69,7.6,E
Volleyball,NES,1987,Sports,nan,,
Skylanders SWAP Force,Wii,2013,Platform,nan,6.6,E10+
Overwatch,PS4,2016,Shooter,90,6.1,T
Hitman: Absolution,PS3,2012,Action,83,7.5,M
SimCity 2000,PC,1992,Simulation,nan,,
R.C. Pro-Am,NES,1988,Racing,nan,,
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,nan,,
Mahjong,NES,1983,Misc,nan,,
Demon Attack,2600,1981,Shooter,nan,,
Call of Duty: Roads to Victory,PSP,2007,Shooter,64,7.5,T
Dance Dance Revolution Extreme,PS2,2004,Simulation,77,9,E
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,87,7.8,E
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,62,5.2,E
Project Gotham Racing,XB,2001,Racing,85,8.2,E
Golf,GB,1989,Sports,nan,,
NBA 2K12,PS3,2011,Sports,90,6.7,E
Tony Hawk's Pro Skater,N64,2000,Sports,nan,,
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,89,8.5,E
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,nan,,
Dynasty Warriors 4,PS2,2003,Action,78,9.3,T
NBA 2K14,PS3,2013,Sports,84,4.9,E
Parasite Eve,PS,1998,Role-Playing,81,8.9,M
Tetris DS,DS,2006,Puzzle,84,8.7,E
Project Gotham Racing (JP weekly sales),XB,2002,Action,nan,,
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,nan,,
Battlefield: Hardline,PS4,2015,Shooter,73,5,M
Mortal Kombat,X360,2011,Fighting,86,8.3,M
Borderlands,PS3,2009,Shooter,83,7.9,M
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,84,9,M
Derby Stallion,PS,1997,Sports,nan,,
NBA 2K11,X360,2010,Action,89,8.1,E
Finding Nemo,PS2,2003,Action,nan,,
Dying Light,PS4,2015,Action,74,7.9,M
Yokai Watch,3DS,2013,Role-Playing,nan,,
Dead Rising,X360,2006,Action,85,7.6,M
World of Warcraft: Cataclysm,PC,2010,Role-Playing,90,5.6,T
Tetris Worlds,PS2,2002,Puzzle,44,6.2,E
Final Fantasy III,DS,2006,Role-Playing,77,7.1,E10+
Sim Theme Park,PC,1998,Strategy,nan,8.3,E
Mario Party 5,GC,2003,Misc,69,8.2,E
Rock Band,Wii,nan,Misc,80,6.3,T
Warcraft: Orcs & Humans,PC,1994,Strategy,nan,,
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,nan,,
Portal 2,X360,2011,Shooter,95,8.5,E10+
Mario Sports Mix,Wii,2010,Sports,64,7.1,E
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,72,7.8,E10+
Spec Ops: Airborne Commando,PS,2002,Shooter,nan,,
The Sims 2: Pets,DS,2006,Simulation,49,5.2,E
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,73,7.1,E10+
DriveClub,PS4,2014,Racing,71,6.1,E
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,nan,,
UFC 2009 Undisputed,X360,2009,Fighting,83,7.9,T
Metal Gear Solid: Peace Walker,PSP,2010,Action,89,8.9,T
Kirby's Epic Yarn,Wii,2010,Platform,nan,,
Wipeout: The Game,Wii,2009,Misc,nan,,
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,nan,,
The Incredibles,GBA,2004,Action,55,tbd,E
R4: Ridge Racer Type 4,PS,1998,Racing,88,9.2,
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,82,8.6,E10+
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,nan,,
SoulCalibur II,PS2,2003,Fighting,92,8.8,T
Need for Speed: ProStreet,X360,2007,Racing,72,7.1,E10+
Sonic Mega Collection,GC,2002,Misc,75,8.8,E
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,nan,,
Madden NFL 15,X360,2014,Sports,nan,5.5,E
Need For Speed: Undercover,PS3,2008,Racing,59,5.9,T
Toy Story 3: The Video Game,DS,2010,Action,nan,,
NBA Jam,GEN,1992,Sports,nan,,
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,72,9,T
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,82,8.2,T
Need for Speed: ProStreet,PS3,2007,Racing,73,6,E10+
Donkey Kong Country,GBA,2003,Platform,78,8.9,E
Dance Central 2,X360,2011,Misc,86,8.2,T
PGR4 - Project Gotham Racing 4,X360,2007,Racing,nan,,
1080°: TenEighty Snowboarding,N64,1998,Sports,nan,,
Carnival Games,DS,2008,Misc,48,3.3,E
NBA Live 2004,PS2,2003,Sports,86,7.7,E
Call of Duty 2,X360,2005,Shooter,89,8.1,T
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,73,7.7,E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,62,8.1,E
Dark Souls,PS3,2011,Role-Playing,89,8.7,M
Just Dance 3,X360,2011,Misc,70,7.7,E10+
Battlefield 4,XOne,2013,Shooter,81,6.6,M
Fire Emblem: Awakening,3DS,2012,Role-Playing,92,9.1,T
Need for Speed: The Run,PS3,2011,Action,64,6.4,T
Just Dance 2015,Wii,2014,Misc,nan,8.4,E10+
Dragon Age: Inquisition,PS4,2014,Role-Playing,89,7.4,M
Super Street Fighter II,SNES,1993,Fighting,nan,,
Dead Space,PS3,2008,Action,88,8.8,M
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,76,7.1,T
TouchMaster,DS,2007,Puzzle,71,5.7,E10+
Tenchu: Stealth Assassins,PS,1997,Action,87,8.8,M
Tennis,GB,1989,Sports,nan,,
Harry Potter and the Chamber of Secrets,GBA,2002,Action,76,7.9,E
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,75,7.8,E10+
Skate 3,PS3,2010,Sports,80,7.6,T
SimCity,SNES,1991,Simulation,nan,,
Harry Potter and the Chamber of Secrets,PS,2002,Action,nan,8.5,E
Need for Speed Rivals,PS4,2013,Racing,80,6.2,E10+
Spyro: Enter the Dragonfly,PS2,2002,Platform,56,4.1,E
Devil May Cry 2,PS2,2003,Action,68,6.6,M
E.T.: The Extra Terrestrial,2600,1981,Action,nan,,
Hot Shots Golf: Open Tee,PSP,2004,Sports,81,8.7,E10+
Minecraft,PSV,2014,Misc,nan,,
Soccer,NES,1985,Sports,nan,,
Rad Racer,NES,1986,Racing,nan,,
Forza Horizon,X360,2012,Racing,85,8.4,T
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,88,8.3,M
Crash Nitro Kart,PS2,2003,Racing,69,7.7,E
Resident Evil 6,X360,2012,Shooter,67,5,M
Grand Theft Auto: San Andreas,XB,2005,Action,93,8.6,AO
Star Wars: Dark Forces,PC,1994,Shooter,nan,,
NBA Street Vol. 2,PS2,2003,Sports,90,8.8,E
Def Jam Vendetta,PS2,2003,Fighting,80,8.9,T
Kirby Squeak Squad,DS,2006,Platform,71,8.1,E
Burnout Paradise,PS3,2008,Racing,87,7.7,E10+
Who wants to be a millionaire,PC,1999,Misc,nan,tbd,E
Alleyway,GB,1989,Puzzle,nan,,
Scooby Doo and the Cyber Chase,PS,2001,Adventure,nan,7.4,E
The Sims 3,PS3,2010,Simulation,78,6.4,T
FIFA Soccer 09,X360,2008,Sports,87,8,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,77,8.9,T
Call of Duty: World at War,Wii,2008,Shooter,83,7.6,M
Jet Moto 2,PS,1997,Racing,nan,,
Tom Clancy's Ghost Recon,PS2,2002,Shooter,63,8.3,M
BioShock Infinite,X360,2013,Shooter,93,8.5,M
X-Men Legends,PS2,2004,Role-Playing,79,8.5,T
Mortal Kombat II,SNES,1993,Fighting,nan,,
Virtua Fighter 2,SAT,1995,Fighting,nan,,
Mortal Kombat vs. DC Universe,X360,2008,Fighting,72,7.5,T
Destiny: The Taken King,PS4,2015,Shooter,86,6,T
Tetris DX,GB,1998,Puzzle,nan,,
The Legend of Zelda: Oracle of Ages,GB,2001,Action,nan,,
Destiny,X360,2014,Shooter,nan,4.7,T
Red Faction,PS2,2001,Shooter,88,8,M
The Sims: Makin' Magic,PC,2003,Simulation,80,8.6,T
Mario Party: Island Tour,3DS,2013,Misc,57,6.3,E
MX Unleashed,PS2,2004,Racing,80,9.2,E
PaRappa The Rapper,PS,1996,Misc,92,7.4,K-A
Guitar Hero: World Tour,PS3,2008,Misc,84,7.5,T
Need for Speed: Shift,X360,2009,Racing,83,6.5,E
Mario Party 3,N64,2000,Misc,nan,,
Diablo III,PS3,2013,Role-Playing,86,6.4,M
LittleBigPlanet 3,PS4,2014,Platform,79,7.1,E
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,90,8.6,T
Tomb Raider (2013),X360,2013,Action,nan,,
Mario Super Sluggers,Wii,2008,Sports,69,7.8,E
Donkey Kong Country Returns,3DS,2013,Platform,nan,,
Monopoly,Wii,2008,Misc,70,7.8,E
Madden NFL 09,PS3,2008,Sports,85,4.4,E
Batman: Arkham Origins,X360,2013,Action,74,7.5,T
Game Party 2,Wii,2008,Misc,29,4.6,E
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,nan,,
Mortal Kombat: Deception,PS2,2004,Fighting,81,8.5,M
Hot Shots Golf 2,PS,1999,Sports,nan,,
Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,nan,,
NBA 2K17,PS4,2016,Sports,88,6.7,E
Toy Story Mania!,Wii,2009,Misc,49,6.6,E
WCW Nitro,PS,1998,Fighting,nan,,
High School Musical: Sing It!,PS2,2007,Misc,nan,,
